Logging results to [1m/home/ros/vonduke-builds/AKSUMAEL/runs/detect/data/models/aksumael_mc[0m
      Epoch    GPU_mem   box_loss   cls_loss   dfl_loss  Instances       Size

[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 4% ╸─────────── 41/892 6.4it/s 7.0s<2:14
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 4% ╸─────────── 42/892 6.4it/s 7.2s<2:13
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 4% ╸─────────── 43/892 6.8it/s 7.3s<2:05
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 4% ╸─────────── 44/892 7.1it/s 7.4s<1:60
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 5% ╸─────────── 45/892 7.2it/s 7.5s<1:57
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 5% ╸─────────── 46/892 7.3it/s 7.7s<1:57
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 5% ╸─────────── 47/892 7.5it/s 7.8s<1:52
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 5% ╸─────────── 48/892 7.9it/s 7.9s<1:46
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 5% ╸─────────── 49/892 8.2it/s 8.0s<1:42
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 5% ╸─────────── 50/892 8.3it/s 8.1s<1:41
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 5% ╸─────────── 51/892 8.4it/s 8.3s<1:40
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 5% ╸─────────── 52/892 8.4it/s 8.4s<1:40
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 5% ╸─────────── 53/892 8.3it/s 8.5s<1:41
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 6% ╸─────────── 54/892 7.7it/s 8.7s<1:49
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 6% ╸─────────── 55/892 6.2it/s 9.0s<2:15
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 6% ╸─────────── 56/892 5.3it/s 9.4s<2:37
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 6% ╸─────────── 57/892 6.0it/s 9.5s<2:19
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 6% ╸─────────── 58/892 6.6it/s 9.6s<2:06
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 6% ╸─────────── 59/892 7.2it/s 9.7s<1:56
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 6% ╸─────────── 60/892 7.7it/s 9.8s<1:48
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 6% ╸─────────── 61/892 8.0it/s 10.0s<1:44
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 6% ╸─────────── 62/892 8.1it/s 10.1s<1:43
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 7% ╸─────────── 63/892 8.2it/s 10.2s<1:41
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 7% ╸─────────── 64/892 8.4it/s 10.3s<1:38
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 7% ╸─────────── 65/892 8.5it/s 10.4s<1:37
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 7% ╸─────────── 66/892 8.6it/s 10.5s<1:36
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 7% ╸─────────── 67/892 8.5it/s 10.7s<1:37
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 7% ╸─────────── 68/892 8.7it/s 10.8s<1:35
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 7% ╸─────────── 69/892 8.9it/s 10.9s<1:33
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 7% ╸─────────── 70/892 9.0it/s 11.0s<1:32
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 7% ╸─────────── 71/892 8.8it/s 11.1s<1:33
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 8% ╸─────────── 72/892 8.6it/s 11.2s<1:35
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 8% ╸─────────── 73/892 8.5it/s 11.3s<1:36
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 8% ╸─────────── 74/892 8.4it/s 11.5s<1:38
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 8% ━─────────── 75/892 8.3it/s 11.6s<1:39
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 8% ━─────────── 76/892 7.9it/s 11.7s<1:44
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 8% ━─────────── 77/892 7.9it/s 11.9s<1:44
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 8% ━─────────── 78/892 8.1it/s 12.0s<1:40
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 8% ━─────────── 79/892 8.1it/s 12.1s<1:41
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 8% ━─────────── 80/892 7.9it/s 12.2s<1:43
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 9% ━─────────── 81/892 7.6it/s 12.4s<1:46
[K                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 9% ━─────────── 82/892 7.6it/s 12.5s<1:46
